영화명,감독,배급사,y,개봉일,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
투 올드 힙합 키드,정대건,(주)시네마달,2012,2012-09-13,한국,12,12537000,1792,8808000,1215,다큐멘터리,12세이상관람가,독립/예술영화
유신의 추억-다카키 마사오의 전성시대,"이정황,김무삼,김태균",엠투,2012,2012-11-22,한국,2,7137000,1043,3934000,554,다큐멘터리,12세이상관람가,독립/예술영화
내가 고백을 하면,조성규,(주)마인스 엔터테인먼트,2012,2012-11-15,한국,37,91430000,11969,65202000,8384,멜로/로맨스,15세이상관람가,독립/예술영화
"어느 날, 사랑이 걸어왔다",베노이트 필립폰,(주)싸이더스,2012,2012-12-13,프랑스,10,12482000,1719,7307000,927,멜로/로맨스,15세이상관람가,독립/예술영화
럼 다이어리,브루스 로빈슨,(주)마인스 엔터테인먼트,2012,2012-09-20,미국,126,91844000,12685,45236000,6058,코미디,청소년관람불가,일반영화
라폴로니드 : 관용의집,베르트랑 보넬로,(주)액티버스엔터테인먼트,2012,2012-09-20,프랑스,8,12949100,1797,9010600,1189,드라마,청소년관람불가,독립/예술영화
체인징사이드: 부부탐구생활,파스칼 포자두,에이원엔터테인먼트,2012,2012-10-04,프랑스,73,32076500,4924,11373000,1729,멜로/로맨스,15세이상관람가,일반영화
아메리칸 파이: 19금 동창회,"존 허위츠,헤이든 쉬로스버그",유니버설픽쳐스인터내셔널 코리아(유),2012,2012-08-09,미국,117,113072000,15431,47566500,6164,코미디,청소년관람불가,일반영화
밤의 이야기,미셸 오슬로,데이지엔터테인먼트,2012,2012-11-29,프랑스,21,92276000,12249,70957000,9243,애니메이션,전체관람가,독립/예술영화
손오공: 돌원숭이의 탄생,"스기노 아키오,후미히로 요시무라",에이원엔터테인먼트,2012,2012-09-13,일본,83,69621000,10965,14423000,2011,애니메이션,전체관람가,일반영화
에스엠타운 라이브인도쿄스페셜에디션3D,유호진,(주)에스비에스콘텐츠허브,2012,2012-10-11,한국,63,18130000,1652,8219500,738,공연,전체관람가,일반영화
외사경찰,호리키리조노 켄타로,(주)마인스 엔터테인먼트,2012,2012-11-08,일본,20,14553000,2006,11678000,1593,액션,청소년관람불가,일반영화
나이트폴,주현량,(주)나이너스엔터테인먼트,2012,2012-09-27,홍콩,108,99076000,13307,40680500,5303,액션,청소년관람불가,일반영화
"광해, 왕이 된 남자",추창민,(주)씨제이이엔엠,2012,2012-09-13,한국,810,88900208769,12319542,25192804727,3355700,사극,15세이상관람가,일반영화
비지터,토마스 맥카시,프리비젼엔터테인먼트,2012,2012-11-08,미국,10,83367100,10895,73813600,9487,드라마,전체관람가,독립/예술영화
엔드 오브 왓치,데이비드 에이어,(주)인벤트스톤,2012,2012-12-06,미국,54,81214500,10985,32884000,4389,범죄,청소년관람불가,일반영화
말리,케빈 맥도널드,CGV아트하우스,2012,2012-08-02,미국,13,80555500,10823,66978500,8934,드라마,12세이상관람가,독립/예술영화
익스트림 No.13,겔라 바블루아니,(주)팝파트너스,2012,2012-10-03,미국,108,80120516,11130,25428016,3339,스릴러,청소년관람불가,일반영화
도둑들,최동훈,(주)쇼박스,2012,2012-07-25,한국,1072,93665568500,12983330,26089426500,3468906,액션,15세이상관람가,일반영화
잠베지아: 신비한 나무섬의 비밀,웨인 쏜리,롯데쇼핑㈜롯데엔터테인먼트,2012,2012-12-25,남아프리카공화국,273,3333947000,472692,658609000,87536,애니메이션,전체관람가,일반영화
피에타,김기덕,(주)넥스트엔터테인먼트월드(NEW),2012,2012-09-06,한국,291,4354008500,602967,1733182500,231026,드라마,청소년관람불가,독립/예술영화
다니엘 바렌보임과 서동시집 오케스트라,파울 슈마츠니,(주)영화사 진진,2012,2012-09-06,독일,3,13727500,1992,9961500,1321,다큐멘터리,전체관람가,독립/예술영화
광대를 위한 슬픈 발라드,알렉스 드 라 이글레시아,오드,2012,2012-08-09,스페인,8,11415000,1653,6662000,867,공포(호러),청소년관람불가,독립/예술영화
나우이즈굿,올 파커,(주)인벤트스톤,2012,2012-11-08,영국,144,501607000,73139,297880000,42570,드라마,15세이상관람가,독립/예술영화
577 프로젝트,이근우,필라멘트픽쳐스,2012,2012-08-30,한국,191,695765500,96079,309860500,40607,코미디,15세이상관람가,일반영화
반드시 크게 들을 것 2 : Wild Days,백승화,㈜인디스토리,2012,2012-11-22,한국,16,14639800,1999,11610800,1552,다큐멘터리,12세이상관람가,독립/예술영화
파닥파닥,이대희,"(주)씨제이이엔엠,㈜인디스토리",2012,2012-07-25,한국,51,87647900,13194,44068900,6513,애니메이션,12세이상관람가,독립/예술영화
피라냐 3DD,존 걸레거,롯데쇼핑㈜롯데엔터테인먼트,2012,2012-08-01,미국,269,639495500,74044,172485500,18959,공포(호러),청소년관람불가,일반영화
심플 라이프,허안화,(주)미로비젼,2012,2012-11-22,홍콩,21,83971500,11316,72106500,9345,드라마,전체관람가,독립/예술영화
파우스트,알렉산더 소쿠로프,㈜영화사 백두대간,2012,2012-12-06,러시아,2,44724000,5706,40454000,4886,드라마,청소년관람불가,독립/예술영화
신비의 법,이마카케 이사무,페퍼민트픽쳐스,2012,2012-11-29,일본,2,6837000,893,6170000,805,애니메이션,12세이상관람가,독립/예술영화
런던 블러바드,윌리엄 모나한,(주)팝파트너스,2012,2012-09-20,미국,131,107401000,15539,56035500,8170,범죄,15세이상관람가,일반영화
더 레이디,뤽 베송,(주)씨제이이엔엠,2012,2012-09-06,프랑스,97,96024000,13051,55472500,7199,드라마,15세이상관람가,일반영화
서칭 포 슈가맨,말릭 벤젠룰,판씨네마(주),2012,2012-10-11,스웨덴,26,191465100,25694,160066100,20875,다큐멘터리,전체관람가,독립/예술영화
스시 장인: 지로의 꿈,데이빗 겔브,찬란,2012,2012-09-27,미국,5,14561000,1952,10344000,1251,다큐멘터리,전체관람가,독립/예술영화
화려한 외출,고경아,(주)영화사폴,2013,2013-12-05,한국,20,13547000,5067,8380000,3697,드라마,청소년관람불가,일반영화
호스트,앤드류 니콜,(주)넥스트엔터테인먼트월드(NEW),2013,2013-04-04,미국,244,298122000,42708,125853000,17599,SF,15세이상관람가,일반영화
디아틀로프,레니 할린,(주)팝엔터테인먼트,2013,2013-06-13,미국,41,25555500,3707,10609500,1493,스릴러,15세이상관람가,일반영화
그 남자의 사랑법,아딧탸 초프라,(주)싸이더스,2013,2013-05-09,인도,28,25414500,3355,16157000,1987,멜로/로맨스,12세이상관람가,독립/예술영화
더 팩트,니콜라스 맥카시,스크린조이,2013,2013-08-14,미국,5,11390000,5070,1200000,240,공포(호러),15세이상관람가,일반영화
사랑에 빠진 것처럼,압바스 키아로스타미,(주)영화사 조제,2013,2013-10-17,프랑스,17,28270500,3712,20961500,2621,드라마,15세이상관람가,독립/예술영화
잉여들의 히치하이킹,이호재,CGV아트하우스,2013,2013-11-28,한국,31,202555800,29281,112822800,15264,다큐멘터리,12세이상관람가,독립/예술영화
멤피스,크리스토퍼 애슐리,(주) 인스터 글로벌,2013,2013-05-23,미국,5,14653000,931,7226000,413,공연,12세이상관람가,일반영화
한나를 위한 소나타,마르쿠스 로젠뮐러,(주)컴퍼니엘,2013,2013-10-24,독일,2,6118000,959,1720000,215,드라마,12세이상관람가,독립/예술영화
슈퍼윙스 3D,올가 로패토,(주)영화사 빅,2013,2013-08-14,러시아,129,269711500,46124,49622500,7716,애니메이션,전체관람가,일반영화
저속희극,팡호청,(주)소나무픽쳐스,2013,2013-10-31,홍콩,5,10760000,5085,6798000,3374,코미디,청소년관람불가,독립/예술영화
일탈여행: 프라이빗 아일랜드,한상희,(주)팝엔터테인먼트,2013,2013-08-29,한국,23,18135500,3460,10106000,1866,멜로/로맨스,청소년관람불가,일반영화
이스케이프 플랜,미카엘 하프스트롬,판씨네마(주),2013,2013-12-05,미국,287,2105280679,292655,685515679,91130,액션,청소년관람불가,일반영화
더 임파서블,후안 안토니오 바요나,롯데쇼핑㈜롯데엔터테인먼트,2013,2013-01-17,스페인,408,4444581500,622572,1193576000,161126,액션,12세이상관람가,일반영화
다이노소어 어드벤처 3D,"베리 쿡,닐 나이팅게일",이십세기폭스코리아(주),2013,2013-12-19,미국,464,4860516500,599963,1098977000,128585,액션,전체관람가,일반영화
프리버즈: 밍쿠와 찌아의 도시 대탈출,"다니엘 드 필립포,구스타보 지아니니",(주)영화사 빅,2013,2013-09-17,아르헨티나,213,288856500,44466,78214500,11910,애니메이션,전체관람가,독립/예술영화
논스톱: 분노의 질주,다니엘 칼파소로,(주)소나무픽쳐스,2013,2013-11-28,스페인,5,10533000,5063,8893000,4399,액션,청소년관람불가,독립/예술영화
카이츠,아누락 바수,(주)미디어데이,2013,2013-10-24,인도,5,6311000,1239,6311000,1239,액션,청소년관람불가,독립/예술영화
드래곤볼Z : 신들의 전쟁,호소다 마사히로,(주)인벤트스톤,2013,2013-08-29,일본,262,292117500,44231,86810500,12321,애니메이션,전체관람가,일반영화
호두까기인형 3D,안드레이 콘찰로프스키,(주)나이너스엔터테인먼트,2013,2013-01-03,미국,132,298444000,44677,82419500,11486,가족,전체관람가,일반영화
밀크 오브 소로우-슬픈 모유,클로디아 로사,㈜영화사 백두대간,2013,2013-08-22,스페인,1,7818000,933,7818000,933,드라마,15세이상관람가,독립/예술영화
글래디에이터: 로마 영웅 탄생의 비밀 3D,이기니오 스트라피,(주)에스비에스콘텐츠허브,2013,2013-03-14,이탈리아,275,298917500,44198,81120000,11039,애니메이션,전체관람가,일반영화
"힘내세요, 병헌씨",이병헌,㈜인디스토리,2013,2013-06-27,한국,18,25463600,3522,18462100,2471,코미디,15세이상관람가,독립/예술영화
빌리와 용감한 녀석들 2,닉힐 아드바니,(주)에스비에스콘텐츠허브,2013,2013-02-21,인도,289,2006325000,306837,384270500,55552,애니메이션,전체관람가,일반영화
차이니즈 조디악,성룡,롯데쇼핑㈜롯데엔터테인먼트,2013,2013-02-27,중국,300,2211711500,315305,591907500,80680,액션,12세이상관람가,일반영화
나비와 바다,박배일,(주)시네마달,2013,2013-01-24,한국,13,7456000,1235,3433500,511,다큐멘터리,12세이상관람가,독립/예술영화
인시디어스: 두번째 집,제임스 완,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,2013-12-05,미국,405,4001207000,577758,1051192000,143845,공포(호러),15세이상관람가,일반영화
섹스중독자들,사릭 안드레아시안,(주)소나무픽쳐스,2013,2013-11-21,러시아,5,10579000,5033,8397000,4151,멜로/로맨스,청소년관람불가,독립/예술영화
라 트라비아타,후고 데 아나,(주)케빈앤컴퍼니,2013,2013-07-06,독일,2,92164500,3515,81167500,3112,공연,전체관람가,독립/예술영화
천하칠검 양가장,우인태,(주)미디어데이,2013,2013-05-02,중국,5,24947500,3551,24947500,3551,드라마,15세이상관람가,일반영화
나폴레옹 토레스전투,발레리아 사미엔토,(주)소나무픽쳐스,2013,2013-11-14,포르투갈,5,10528000,5032,7534000,3757,전쟁,청소년관람불가,독립/예술영화
영춘권 무림 절대 고수,장동조,(주)소나무픽쳐스,2013,2013-07-19,중국,5,12145000,3595,12145000,3595,액션,15세이상관람가,일반영화
우리에겐 교황이 있다,난니 모레티,주식회사 마운틴픽쳐스,2013,2013-05-02,이탈리아,20,26114500,3624,18880500,2535,드라마,전체관람가,독립/예술영화
섀도우 헌터스: 뼈의 도시,해럴드 즈워트,롯데쇼핑㈜롯데엔터테인먼트,2013,2013-09-12,미국,374,4034176500,571074,1158559000,156564,판타지,15세이상관람가,일반영화
바캉스,박선욱,(주)유비네트워크,2013,2013-10-17,한국,21,14674000,5051,5590000,2380,스릴러,청소년관람불가,일반영화
좋은 친구들,진형태,(주)마인스 엔터테인먼트,2013,2013-03-28,한국,15,9709500,1258,2256000,282,액션,청소년관람불가,일반영화
화이트 하우스 다운,롤랜드 에머리히,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013,2013-06-27,미국,480,4015707500,569500,1348600000,184731,액션,15세이상관람가,일반영화
수호지-무사조씨,류신의,(주)케이알씨지,2013,2013-11-07,중국,5,6740000,5030,1100000,220,액션,15세이상관람가,일반영화
이고르와 학의 여행,예프게니 루만,㈜영화사 백두대간,2013,2013-08-01,이스라엘,3,8093000,1224,6139000,793,가족,전체관람가,독립/예술영화
극장판 나루토 질풍전: 로드 투 닌자,하야토 다테,씨너스엔터테인먼트(주),2013,2013-02-21,일본,72,200250500,30117,67219000,9572,애니메이션,전체관람가,일반영화
화이트 타이거: 최강전차군단,카렌 샤크나자로브,(주)소나무픽쳐스,2013,2013-10-17,러시아,5,10879000,5058,10424000,4967,액션,15세이상관람가,독립/예술영화
앤드 오브 워,다니스 타노비치,스크린조이,2013,2013-11-07,아일랜드,5,8360000,5030,1100000,220,미스터리,15세이상관람가,일반영화
러스트 앤 본,자크 오디아르,그린나래미디어(주),2013,2013-05-02,프랑스,37,228578900,30193,158551900,20118,멜로/로맨스,청소년관람불가,독립/예술영화
까미유 끌로델,부르노 뒤몽,찬란,2013,2013-10-24,프랑스,6,25946000,3495,19537500,2451,드라마,15세이상관람가,독립/예술영화
모테키: 모태솔로 탈출기,오오네 히토시,(주)미디어데이,2013,2013-09-26,일본,6,4985000,954,4985000,954,코미디,15세이상관람가,일반영화
공각기동대 S.A.C - Solid State Society,카미야마 켄지,"㈜T-JOY,씨너스엔터테인먼트(주)",2013,2013-05-23,일본,6,11777000,1036,9846000,857,애니메이션,15세이상관람가,일반영화
무게,전규환,(주)넥스트엔터테인먼트월드(NEW),2013,2013-11-07,한국,2,7079500,981,5379500,706,드라마,청소년관람불가,독립/예술영화
안드레아 보첼리: 러브 인 포르토피노,로버트 포스터,씨제이 씨지브이(CJ CGV)(주),2013,2013-05-08,영국,14,7681000,959,5255000,631,공연,전체관람가,일반영화
노라노,김성희,(주)시네마달,2013,2013-10-31,한국,25,29332000,4315,22877500,3173,다큐멘터리,전체관람가,독립/예술영화
파리 5구의 여인,파벨 파블리코브스키,세븐바이투픽쳐스,2013,2013-04-25,프랑스,8,36273000,4735,27592500,3437,스릴러,15세이상관람가,독립/예술영화
문라이즈 킹덤,웨스 앤더슨,(주)영화사 진진,2013,2013-01-31,미국,34,275919300,35328,231310300,28598,코미디,15세이상관람가,독립/예술영화
